"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.105","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.527a85343471","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Ilomäki et al. (2023)","Ilomäki et al. (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.0459bd3d027e.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Critical Digital Literacies","Kritische digitale geletterdheden"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.68b74d0fb939","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Systematic review of critical digital literacies, based on 139 sources: the 10 most often used concepts were digital literacy, cyber bullying, Internet safety, media literacy, information literacy, ICT competence, e-safety, online risks, online safety, and digital competence. Used to guide the content of competences 1.2, 2.5, 2.6, 4.2 and 4.3.","Systematische review van kritische digitale geletterdheid, gebaseerd op 139 bronnen: de 10 meest gebruikte concepten waren digitale geletterdheid, cyberpesten, internetveiligheid, mediageletterdheid, informatiegeletterdheid, ICT-competentie, e-veiligheid, online risico's, online veiligheid en digitale competentie. Gebruikt om de inhoud van competenties 1.2, 2.5, 2.6, 4.2 en 4.3 te sturen."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.cfb0aac7814e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Fernández-Prados et al. (2021)","Fernández-Prados et al. (2021)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.9b041115a005","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Digital citizenship","Digitaal burgerschap"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.1cf7982d9af4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Review of conceptualisation and measurement of digital citizenship. The Appendix to the article contains approximately 80 items from existing scales, included in the gap analysis, particularly for competences 2.3, 1.2, 2.6, 4.2 and 4.3.","Beoordeling van de conceptualisering en meting van digitaal burgerschap. Het aanhangsel bij het artikel bevat ongeveer 80 items van bestaande schalen, opgenomen in de gap-analyse, in het bijzonder voor de competenties 2.3, 1.2, 2.6, 4.2 en 4.3."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.b56437f2ac2f","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Jaeger (2021)","Jaeger (2021)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.9b041115a005.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Digital citizenship","Digitaal burgerschap"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.56acf7c54405","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Systematic review of digital citizenship, based on 373 publications. Four dimensions are identified (digital rights and privacy; political engagement; digital public services; training and learning). Considered for competence 2.3.","Systematische review van digitaal burgerschap, gebaseerd op 373 publicaties. Vier dimensies worden geïdentificeerd (digitale rechten en privacy; politieke betrokkenheid; digitale openbare diensten; training en leren). Meegenomen voor competentie 2.3."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.97c7cc88b66f","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Richardson & Milovidov (2022)","Richardson & Milovidov (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.9b041115a005.2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Digital citizenship","Digitaal burgerschap"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.c00cb8fa105c","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Digital citizenship handbook of the Council of Europe. Identifies 10 dimensions of digital citizenship (access and inclusion, learning and creativity, media and information literacy, ethics and empathy, health and well-being, e-presence and communications, active participation, rights and responsibilities, privacy and security, and consumer awareness). Included in the gap analysis.","Handboek voor digitaal burgerschap van de Raad van Europa. Identificeert 10 dimensies van digitaal burgerschap (toegang en inclusie, leren en creativiteit, media- en informatiegeletterdheid, ethiek en empathie, gezondheid en welzijn, e-aanwezigheid en communicatie, actieve participatie, rechten en verantwoordelijkheden, privacy en beveiliging, en consumentenbewustzijn). Opgenomen in de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.a8b6083ec637","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Limnéll et al. (2023)","Limnéll et al. (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.1a899befadd2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Cybersecurity","Cyberbeveiliging"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.de538e1b03dd","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Part of a broader cyber citizen skills project which aligns to DigComp. Consists of a literature review to determine the current state of cyber citizen skills education and training. Includes definitions that are relevant to the gap analysis, particularly competences 4.1 and 4.2.","Onderdeel van een breder 'cyber burger vaardigheden'-project dat aansluit bij DigComp. Bestaat uit een literatuuronderzoek om de huidige staat van onderwijs en training in cyber burger vaardigheden te bepalen. Bevat definities die relevant zijn voor de gap-analyse, met name de competenties 4.1 en 4.2."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.b186f5ebcecb","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","CONCORDIA\nConsortium (2022)","CONCORDIA\nConsortium (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.1a899befadd2.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Cybersecurity","Cyberbeveiliging"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.8c3f4c06f223","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Methodology and guidelines for teaching cybersafety and cybersecurity to secondary school students: Includes 24 modules, whose content has been included in the gap analysis for 4.1 and 4.2 as well as 2.6.","Methodologie en richtlijnen voor het onderwijzen van cyberveiligheid en cyberbeveiliging aan middelbare scholieren: Bevat 24 modules, waarvan de inhoud is opgenomen in de gap-analyse voor 4.1 en 4.2, evenals 2.6."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.e64bd7b9812a","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Polanco-Levicán & Salvo-Garrido (2022)","Polanco-Levicán & Salvo-Garrido (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.39cd005530cb","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Media and Information Literacy","Media- en informatiegeletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.1e9202ff24cd","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Systematic review of social media literacy concept and competences - 15 articles included - Table A1 in the article lists concepts and competences identified – which were included in the gap analysis, particularly 1.2, 2.1, 2.2, 2.6 and 4.2.","Systematische review van het concept en de competenties van social media-geletterdheid – 15 artikelen opgenomen – Tabel A1 in het artikel vermeldt de geïdentificeerde concepten en competenties – die zijn opgenomen in de gap-analyse, met name voor 1.2, 2.1, 2.2, 2.6 en 4.2."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.be95df5e5ff4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","CILIP Information Literacy Group (2021)","CILIP Information Literacy Group (2021)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.39cd005530cb.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Media and Information Literacy","Media- en informatiegeletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.9aeac08ed72b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Media and Information Literacy Alliance (MILA) framework - built along five lifelong goals (being informed, empowered, healthy, socially conscious and connected). Guided treatment of 1.2, 2.1, 2.2, 2.6 and 4.2.","Media and Information Literacy Alliance (MILA) raamwerk – gebouwd rond vijf levenslange doelen (geïnformeerd, mondig, gezond, sociaal bewust en verbonden zijn). Stuurde de behandeling van 1.2, 2.1, 2.2, 2.6 en 4.2."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.c6e8abdd5ef7","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","HERMMES project consortium (2025)","HERMMES projectconsortium (2025)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4028a3245e5","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and Resilience","Welzijn en veerkracht"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.a03cc3566333","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","The HERMMES project, inspired by DigComp, focuses on the mitigation of digital risks and the development of skills to use digital technology for living and learning. The HERMMES curriculum helps children and young people become digitally resilient, media mature adults. The curriculum for ages 12-15 and 15-18 has been used in DigComp 3.0 gap analysis particularly 4.3 and 1.2.","Het HERMMES-project, geïnspireerd door DigComp, richt zich op het beperken van digitale risico's en de ontwikkeling van vaardigheden om digitale technologie te gebruiken voor leven en leren. Het HERMMES-curriculum helpt kinderen en jongeren om digitaal veerkrachtige, media-volwassen volwassenen te worden. Het curriculum voor de leeftijden 12-15 en 15-18 is gebruikt in de DigComp 3.0 gap-analyse, met name voor 4.3 en 1.2."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.6d3a19f4676b.2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Authors","Auteurs"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.e5a7029fe3da.2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Theme","Thema"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.a0f3fe44347c.2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Description and relevance to DigComp","Beschrijving en relevantie voor DigComp"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.8cc1fd82ed8d","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Flayelle et al. (2023)","Flayelle et al. (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4028a3245e5.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and Resilience","Welzijn en veerkracht"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.cbf073d35786","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","A review and description of design features of digital technologies that promote addictive behaviours. Considered in the gap analysis for 4.3.","Een review en beschrijving van ontwerpkenmerken van digitale technologieën die verslavend gedrag bevorderen. Meegenomen in de gap-analyse voor 4.3."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.467c9b23568b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Burr et al. (2020)","Burr et al. (2020)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4028a3245e5.2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and Resilience","Welzijn en veerkracht"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.0eb1cb8e7a56","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","A thematic review that identifies major issues related to key social domains. It highlights three broader themes: positive computing, personalised human–computer interaction, and autonomy and self-determination. Considered in the gap analysis.","Een thematische review die belangrijke kwesties identificeert gerelateerd aan sociale sleuteldomeinen. Het belicht drie bredere thema's: positieve informatica, gepersonaliseerde mens-computerinteractie, en autonomie en zelfbeschikking. Meegenomen in de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.1922abc91bef","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Sun et al. (2022)","Sun et al. (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4028a3245e5.3","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and Resilience","Welzijn en veerkracht"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.873503649436","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","A scoping review of the concept of digital resilience, based on 22 articles, which identifies five dimensions of digital resilience (understanding online threats; knowing solutions; learning knowledge and skills; recovering from stress; and moving forward through self-efficacy).\nConsidered in the gap analysis.","Een verkennende review van het concept digitale veerkracht, gebaseerd op 22 artikelen, die vijf dimensies van digitale veerkracht identificeert (begrijpen van online dreigingen; kennen van oplossingen; leren van kennis en vaardigheden; herstellen van stress; en vooruitgaan door zelfeffectiviteit). Meegenomen in de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.8a6fb24b0f8b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Borges et al. (2025)","Borges et al. (2025)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4028a3245e5.4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and Resilience","Welzijn en veerkracht"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.6047d560ed0b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Rapid review of the latest available evidence on the impact of digital usage patterns and wellbeing in children and adolescents. Ten studies from diverse contexts showed an association between excessive screen time and risks of sedentary lifestyles, sleep disorders, anxiety, depression, attention difficulties, and low academic performance. Guided treatment of competence 4.3.","Snelonderzoek naar het meest recente bewijs over de impact van digitale gebruikspatronen en welzijn bij kinderen en adolescenten. Tien studies uit diverse contexten toonden een verband aan tussen overmatige schermtijd en risico's op een zittende levensstijl, slaapstoornissen, angst, depressie, aandachtsproblemen en lage academische prestaties. Stuurde de behandeling van competentie 4.3."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.e0cfd89be16b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Sala et al. (2024)","Sala et al. (2024)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.9f15bf418554","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and resilience","Welzijn en veerkracht"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.7d9717283bae","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Umbrella review of 24 studies examining the mental health and wellbeing impacts of social media usage on adolescents. Analysis confirms the need for a comprehensive consideration of the relationship between social media use and mental health outcomes and wellbeing. That is, individual demographic and psycho-socio characteristics; individual usage patterns (time spent, time of use, motivation to use); and platform content and design are all relevant in considering the relationship between social media use and mental health and wellbeing outcomes. Guided treatment of competence 4.3.","Koepelreview van 24 studies naar de impact van social mediagebruik op de mentale gezondheid en het welzijn van adolescenten. De analyse bevestigt de noodzaak van een integrale benadering van de relatie tussen social mediagebruik en mentale gezondheidsuitkomsten en welzijn. Dat wil zeggen: individuele demografische en psycho-sociale kenmerken; individuele gebruikspatronen (bestede tijd, tijdstip van gebruik, motivatie voor gebruik); en platforminhoud en -ontwerp zijn allemaal relevant bij het beschouwen van de relatie tussen social mediagebruik en mentale gezondheid en welzijn. Stuurde de behandeling van competentie 4.3."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.843ba7e7c0d7","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Priftis & Panagiotakos (2023)","Priftis & Panagiotakos (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.9f15bf418554.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wellbeing and resilience","Welzijn en veerkracht"
